0,1
Datasets\IAM_Sentences\sentences\n03\n03-097\n03-097-s04-01.png,"quick shift of tiller , and at the same time"
Datasets\IAM_Sentences\sentences\n06\n06-163\n06-163-s04-00.png,Very soon he
Datasets\IAM_Sentences\sentences\a01\a01-014u\a01-014u-s00-00.png,Sir Roy's United Federal Party is
Datasets\IAM_Sentences\sentences\g06\g06-011j\g06-011j-s03-00.png,Vesuvius seems
Datasets\IAM_Sentences\sentences\r02\r02-109\r02-109-s03-00.png,' You do look tired .
Datasets\IAM_Sentences\sentences\m01\m01-032\m01-032-s04-01.png,"Dan , or rather the physical relic of him - the empty"
Datasets\IAM_Sentences\sentences\a02\a02-012\a02-012-s00-00.png,The team is composed of experienced
Datasets\IAM_Sentences\sentences\p02\p02-022\p02-022-s03-04.png,kisses she had seen him giving Elaine .
Datasets\IAM_Sentences\sentences\r06\r06-057\r06-057-s02-01.png,valley with a sea of vines and olives
Datasets\IAM_Sentences\sentences\g06\g06-031j\g06-031j-s02-01.png,infatuation !
Datasets\IAM_Sentences\sentences\k03\k03-117\k03-117-s00-05.png,men together .
Datasets\IAM_Sentences\sentences\a04\a04-089\a04-089-s01-03.png,"be expected and are being planned . """
Datasets\IAM_Sentences\sentences\j01\j01-049\j01-049-s01-02.png,with rare earth oxides .
Datasets\IAM_Sentences\sentences\f01\f01-135\f01-135-s02-03.png,usually boils down to a quite
Datasets\IAM_Sentences\sentences\a05\a05-013\a05-013-s00-01.png,approval .
Datasets\IAM_Sentences\sentences\g06\g06-045h\g06-045h-s00-06.png,"had studied under its founder , the aged"
Datasets\IAM_Sentences\sentences\r02\r02-065\r02-065-s00-01.png,"nervous excitement , he pulled it out ."
Datasets\IAM_Sentences\sentences\a04\a04-081\a04-081-s00-01.png,Congress should therefore consider the
Datasets\IAM_Sentences\sentences\r03\r03-035\r03-035-s01-00.png,I take it you have a mortgage lined
Datasets\IAM_Sentences\sentences\g06\g06-037n\g06-037n-s02-00.png,While he was in Naples there had
Datasets\IAM_Sentences\sentences\p03\p03-103\p03-103-s00-00.png,"I 'm such a dull fellow , really . """
Datasets\IAM_Sentences\sentences\n01\n01-045\n01-045-s05-02.png,miles from their destination .
Datasets\IAM_Sentences\sentences\k04\k04-115\k04-115-s01-01.png,"the agitated Lucia , her brain was working"
Datasets\IAM_Sentences\sentences\m06\m06-067\m06-067-s06-01.png,well we can - think .
Datasets\IAM_Sentences\sentences\d06\d06-011\d06-011-s01-04.png,is unwise .
Datasets\IAM_Sentences\sentences\b04\b04-134\b04-134-s01-00.png,"BERTRAND RUSSELL ,"
Datasets\IAM_Sentences\sentences\k04\k04-085\k04-085-s04-00.png,Men armed with pikes and daggers swarmed about
Datasets\IAM_Sentences\sentences\e02\e02-082\e02-082-s00-03.png,great deal of drudgery can be avoided by the
Datasets\IAM_Sentences\sentences\d06\d06-020\d06-020-s02-04.png,finally defeat us .
Datasets\IAM_Sentences\sentences\b01\b01-004\b01-004-s03-01.png,of Capetown has shown that the matter is
Datasets\IAM_Sentences\sentences\m01\m01-136\m01-136-s00-00.png,His whole attitude was a mixture of
Datasets\IAM_Sentences\sentences\c03\c03-081c\c03-081c-s00-04.png,"enigma , seen but not heard ."
Datasets\IAM_Sentences\sentences\f04\f04-035\f04-035-s02-01.png,woman had been engaged once before - to a barman
Datasets\IAM_Sentences\sentences\c03\c03-096c\c03-096c-s01-02.png,of the ineffectuality with which he had
Datasets\IAM_Sentences\sentences\a02\a02-017\a02-017-s00-01.png,"the Commonwealth Relations Office , Sir William"
Datasets\IAM_Sentences\sentences\g06\g06-031j\g06-031j-s04-01.png,"be mistaken , 1tho' I cannot but fear that"
Datasets\IAM_Sentences\sentences\r03\r03-065\r03-065-s00-00.png,"That 's rather the point , isn't it ? """
Datasets\IAM_Sentences\sentences\n04\n04-202\n04-202-s05-00.png,Black and grimly businesslike they both looked and
Datasets\IAM_Sentences\sentences\m01\m01-084\m01-084-s01-00.png,Steve awakened early and switched on
Datasets\IAM_Sentences\sentences\b06\b06-087\b06-087-s00-01.png,at the same time defend Britain .
Datasets\IAM_Sentences\sentences\g04\g04-048\g04-048-s02-02.png,windows .
Datasets\IAM_Sentences\sentences\k07\k07-176\k07-176-s03-00.png,There are
Datasets\IAM_Sentences\sentences\g06\g06-047j\g06-047j-s00-01.png,Francis Burdett described to Anglesey a
Datasets\IAM_Sentences\sentences\e04\e04-052\e04-052-s04-03.png,and cut to shape later .
Datasets\IAM_Sentences\sentences\e07\e07-094\e07-094-s02-03.png,that it is used in a slightly moister
Datasets\IAM_Sentences\sentences\b05\b05-042\b05-042-s01-03.png,"trade but , by being given another of the new"
Datasets\IAM_Sentences\sentences\c03\c03-003e\c03-003e-s01-04.png,"characters to their background , which bring"
Datasets\IAM_Sentences\sentences\a03\a03-080\a03-080-s00-00.png,The Foreign Ministry spokesman added
Datasets\IAM_Sentences\sentences\c02\c02-056\c02-056-s01-06.png,Germany to start the First World War .
Datasets\IAM_Sentences\sentences\d06\d06-072\d06-072-s00-03.png,are possibly like in the surroundings of their
Datasets\IAM_Sentences\sentences\h07\h07-025\h07-025-s01-02.png,estimated need of about eight
Datasets\IAM_Sentences\sentences\p02\p02-090\p02-090-s01-05.png,felt wretched beyond words .
Datasets\IAM_Sentences\sentences\b01\b01-033\b01-033-s00-01.png,their visit .
Datasets\IAM_Sentences\sentences\g06\g06-011p\g06-011p-s01-02.png,permitted him to enjoy anything .
Datasets\IAM_Sentences\sentences\a01\a01-014\a01-014-s00-02.png,future .
Datasets\IAM_Sentences\sentences\a02\a02-046\a02-046-s02-01.png,a posse of police arrived and in less than
Datasets\IAM_Sentences\sentences\a03\a03-073\a03-073-s01-03.png,for adaptation as the first stage in
Datasets\IAM_Sentences\sentences\n02\n02-151\n02-151-s00-02.png,"celebrations , and their friendly welcome"
Datasets\IAM_Sentences\sentences\a01\a01-053\a01-053-s03-03.png,# sidered by the full Senate .
Datasets\IAM_Sentences\sentences\c03\c03-087b\c03-087b-s00-04.png,"around him in complete , unredeemable desolation ."
Datasets\IAM_Sentences\sentences\c02\c02-049\c02-049-s00-01.png,"the film with extreme coolness , much preferring"
Datasets\IAM_Sentences\sentences\c03\c03-021e\c03-021e-s01-00.png,Here it is a young homo-
Datasets\IAM_Sentences\sentences\p03\p03-142\p03-142-s02-00.png,When we 're
Datasets\IAM_Sentences\sentences\c04\c04-039\c04-039-s03-02.png,by Mr. Houston's accomplished
Datasets\IAM_Sentences\sentences\g04\g04-003\g04-003-s01-01.png,when we met at tea at the rectory
Datasets\IAM_Sentences\sentences\k04\k04-057\k04-057-s01-02.png,with its underskirt of rose-brocade fitted her
Datasets\IAM_Sentences\sentences\g06\g06-018g\g06-018g-s01-02.png,"Arthur , ' to find this place agree with me better than Naples ."
Datasets\IAM_Sentences\sentences\a06\a06-070\a06-070-s00-01.png,House was crowded .
Datasets\IAM_Sentences\sentences\c04\c04-116\c04-116-s00-00.png,He is also a director of a couple of garages .
Datasets\IAM_Sentences\sentences\a06\a06-039\a06-039-s00-00.png,""" The whole naval might of the Soviet"
Datasets\IAM_Sentences\sentences\g05\g05-094\g05-094-s01-02.png,meeting of East and West was marked by
Datasets\IAM_Sentences\sentences\c04\c04-110\c04-110-s04-00.png,"CHRIS CHARLES , 39 , who lives in Stockton-on-Tees , is an accountant ."
Datasets\IAM_Sentences\sentences\b05\b05-083\b05-083-s03-02.png,to their customers - who incidentally
Datasets\IAM_Sentences\sentences\h01\h01-007\h01-007-s01-03.png,number of children in the case of women
Datasets\IAM_Sentences\sentences\h07\h07-040b\h07-040b-s00-04.png,breaking into the shopping frontage .
Datasets\IAM_Sentences\sentences\g06\g06-031e\g06-031e-s00-00.png,' What a frightful event ! ' he wrote .
Datasets\IAM_Sentences\sentences\f03\f03-191\f03-191-s00-00.png,May I suggest that you have proved that
Datasets\IAM_Sentences\sentences\m04\m04-081\m04-081-s10-00.png,""" But something very untoward has"
Datasets\IAM_Sentences\sentences\n04\n04-092\n04-092-s03-00.png,""" You 're"
Datasets\IAM_Sentences\sentences\a01\a01-043u\a01-043u-s04-00.png,One of his tasks will
Datasets\IAM_Sentences\sentences\f01\f01-058\f01-058-s02-01.png,""" mind "" has given rise to endless"
Datasets\IAM_Sentences\sentences\n02\n02-098\n02-098-s01-02.png,"it as confidential . """
Datasets\IAM_Sentences\sentences\g07\g07-038\g07-038-s01-00.png,Quite apart from the
Datasets\IAM_Sentences\sentences\l03\l03-008\l03-008-s02-01.png,"shed the chain as if it had been plastic ,"
Datasets\IAM_Sentences\sentences\c03\c03-016e\c03-016e-s03-01.png,first lover is a sailor who leaves her to
Datasets\IAM_Sentences\sentences\g06\g06-050f\g06-050f-s00-01.png,"near Leipzig , asking for advice ."
Datasets\IAM_Sentences\sentences\a03\a03-054\a03-054-s03-05.png,assurance and is a match for the
Datasets\IAM_Sentences\sentences\k04\k04-085\k04-085-s06-00.png,' Banditti ! '
Datasets\IAM_Sentences\sentences\a05\a05-013\a05-013-s01-00.png,Mr. Watkinson remains con-
Datasets\IAM_Sentences\sentences\p03\p03-189\p03-189-s01-02.png,"if one walked slowly , between road and"
Datasets\IAM_Sentences\sentences\j06\j06-005\j06-005-s01-00.png,Similar ontogenetic differences are apparent
Datasets\IAM_Sentences\sentences\l01\l01-082\l01-082-s00-00.png,""" Another was the body fetching up on the mooring-hook - practically where"
Datasets\IAM_Sentences\sentences\r06\r06-022\r06-022-s03-00.png,The land looked
Datasets\IAM_Sentences\sentences\k04\k04-106\k04-106-s00-01.png,could see a wisp of smoke curling above the fire of a
Datasets\IAM_Sentences\sentences\r06\r06-062\r06-062-s02-05.png,beech and the thin pine fingers
Datasets\IAM_Sentences\sentences\c04\c04-013\c04-013-s00-02.png,a magazine editress ( Martha Hyer ) to get ahead .
Datasets\IAM_Sentences\sentences\m03\m03-033\m03-033-s03-00.png,' A character Mr Gilberto mentioned
Datasets\IAM_Sentences\sentences\j06\j06-008\j06-008-s04-00.png,Vertical movement occurs in some forms
Datasets\IAM_Sentences\sentences\f07\f07-073\f07-073-s00-03.png,"fire , aerian creams , ingenious pastries and a"
Datasets\IAM_Sentences\sentences\a05\a05-039\a05-039-s00-02.png,the Prime Minister .
Datasets\IAM_Sentences\sentences\f04\f04-071\f04-071-s00-03.png,was not sufficient evidence to show whether
Datasets\IAM_Sentences\sentences\g01\g01-070\g01-070-s00-00.png,Again the resentment was widespread and
Datasets\IAM_Sentences\sentences\k07\k07-158\k07-158-s04-00.png,Of course
Datasets\IAM_Sentences\sentences\p03\p03-121\p03-121-s06-01.png,come with me ; you hope I 'll miss you ; you
Datasets\IAM_Sentences\sentences\l01\l01-007\l01-007-s04-00.png,He dug out some people who remembered
Datasets\IAM_Sentences\sentences\e06\e06-003\e06-003-s00-05.png,geography .
Datasets\IAM_Sentences\sentences\f07\f07-006\f07-006-s00-01.png,the Roman wars thus impale on pike or lance his
Datasets\IAM_Sentences\sentences\g06\g06-018m\g06-018m-s00-01.png,"back to England , and returned to Rome for the"
Datasets\IAM_Sentences\sentences\p03\p03-004\p03-004-s00-01.png,new seat outside the hospital
Datasets\IAM_Sentences\sentences\p06\p06-047\p06-047-s02-03.png,"his # prescription pad , and"
Datasets\IAM_Sentences\sentences\r06\r06-066\r06-066-s02-02.png,could catch the taste of dead dreams on
Datasets\IAM_Sentences\sentences\h07\h07-080\h07-080-s02-00.png,This scheme is
Datasets\IAM_Sentences\sentences\b06\b06-004\b06-004-s02-02.png,air force bigger than that of France .
Datasets\IAM_Sentences\sentences\g06\g06-026l\g06-026l-s01-00.png,It so happens that I have an
Datasets\IAM_Sentences\sentences\m01\m01-131\m01-131-s03-02.png,"down , up and down ."
Datasets\IAM_Sentences\sentences\a01\a01-117\a01-117-s01-01.png,"as a percentage of social service expenditure ,"
Datasets\IAM_Sentences\sentences\g06\g06-031n\g06-031n-s04-01.png,1tho' I cannot but fear that the
Datasets\IAM_Sentences\sentences\g06\g06-042f\g06-042f-s00-00.png,"Nor is this to be wondered at , for even today , in the 1960s ,"
Datasets\IAM_Sentences\sentences\a05\a05-039\a05-039-s03-02.png,"Lawrence , standing as a Progressive , was"
Datasets\IAM_Sentences\sentences\n03\n03-120\n03-120-s01-01.png,"man at catch 'em than Injun , Judge ."
Datasets\IAM_Sentences\sentences\c01\c01-066\c01-066-s01-01.png,the bones Doris Langley Moore has brought
Datasets\IAM_Sentences\sentences\f07\f07-096\f07-096-s01-01.png,placing his food in his mouth and gulping it down as
Datasets\IAM_Sentences\sentences\n02\n02-033\n02-033-s02-04.png,"a schoolmaster and she a small ,"
Datasets\IAM_Sentences\sentences\a03\a03-011\a03-011-s00-03.png,time is ripe to have more frequent consultations between
Datasets\IAM_Sentences\sentences\f01\f01-075\f01-075-s04-00.png,Nevertheless the search
Datasets\IAM_Sentences\sentences\h07\h07-071a\h07-071a-s01-03.png,"of new factories , laboratories and offices , and"
Datasets\IAM_Sentences\sentences\g06\g06-042b\g06-042b-s01-05.png,his notice .
Datasets\IAM_Sentences\sentences\p02\p02-076\p02-076-s00-02.png,had bought a drink and taken it outside .
Datasets\IAM_Sentences\sentences\p06\p06-069\p06-069-s01-00.png,How much had built
Datasets\IAM_Sentences\sentences\a01\a01-043u\a01-043u-s03-00.png,The negro is Mr. Robert #
Datasets\IAM_Sentences\sentences\b01\b01-118\b01-118-s01-00.png,THE same sort of good neighbour
Datasets\IAM_Sentences\sentences\f07\f07-073\f07-073-s01-00.png,Spanish
Datasets\IAM_Sentences\sentences\r06\r06-007\r06-007-s02-00.png,This
Datasets\IAM_Sentences\sentences\c04\c04-066\c04-066-s07-02.png,don't like things as they should be - not on
Datasets\IAM_Sentences\sentences\f07\f07-009\f07-009-s01-02.png,always been strong in mankind .
Datasets\IAM_Sentences\sentences\k04\k04-085\k04-085-s05-01.png,shrieked Lucia .
Datasets\IAM_Sentences\sentences\g06\g06-011p\g06-011p-s02-01.png,"' is arrived , which is a great resource ."
Datasets\IAM_Sentences\sentences\f01\f01-066\f01-066-s02-04.png,the basis of all those experiences and phenomena which
Datasets\IAM_Sentences\sentences\h07\h07-071a\h07-071a-s02-00.png,Schemes for training
Datasets\IAM_Sentences\sentences\b04\b04-020\b04-020-s02-00.png,To have such a
Datasets\IAM_Sentences\sentences\k04\k04-115\k04-115-s02-01.png,aware that the pace was slackening ;
Datasets\IAM_Sentences\sentences\j04\j04-115\j04-115-s00-00.png,A known quantity ( approx. 1 x 10-2 15mc ) of
Datasets\IAM_Sentences\sentences\f04\f04-064\f04-064-s01-04.png,"momentary shudder , or idea of destruction , a thrill"
Datasets\IAM_Sentences\sentences\b05\b05-067\b05-067-s00-00.png,""" I drew a certain solace from the fact that I did what I"
Datasets\IAM_Sentences\sentences\b06\b06-059\b06-059-s02-00.png,Only where the issues were
Datasets\IAM_Sentences\sentences\m06\m06-098\m06-098-s01-00.png,So we ask you to go
Datasets\IAM_Sentences\sentences\g06\g06-050m\g06-050m-s02-01.png,told Hahnemann that he found Anglesey a
Datasets\IAM_Sentences\sentences\g06\g06-045r\g06-045r-s00-03.png,being cultivated with extraordinary success in France
Datasets\IAM_Sentences\sentences\a04\a04-081\a04-081-s01-02.png,modification of their structures to
Datasets\IAM_Sentences\sentences\m04\m04-238\m04-238-s02-01.png,said the Rev. Edwards .
Datasets\IAM_Sentences\sentences\g06\g06-047e\g06-047e-s01-00.png,"One of these was the Neapolitan , Dr Giuseppe Mauro ,"
Datasets\IAM_Sentences\sentences\a01\a01-107u\a01-107u-s03-01.png,Mr. Brown retorted :
Datasets\IAM_Sentences\sentences\h05\h05-012\h05-012-s01-01.png,differing in certain important ways from the ordinary cost of
Datasets\IAM_Sentences\sentences\k04\k04-075\k04-075-s02-00.png,Every instinct urged her to
Datasets\IAM_Sentences\sentences\m04\m04-180\m04-180-s03-02.png,I 'd have you court-martialled .
Datasets\IAM_Sentences\sentences\c06\c06-128\c06-128-s03-00.png,A FEW minutes later the father
Datasets\IAM_Sentences\sentences\n04\n04-190\n04-190-s03-03.png,said John .
Datasets\IAM_Sentences\sentences\n02\n02-120\n02-120-s01-02.png,"partner can do , "" was her quick reply ."
Datasets\IAM_Sentences\sentences\b04\b04-010\b04-010-s05-02.png,but boldly and fearlessly .
Datasets\IAM_Sentences\sentences\a02\a02-098\a02-098-s01-02.png,suggestion that there may be fresh concessions to the
Datasets\IAM_Sentences\sentences\n02\n02-104\n02-104-s03-03.png,have had it in for Guy .
Datasets\IAM_Sentences\sentences\e04\e04-119\e04-119-s03-01.png,up on two boxes or trestles of convenient height for
Datasets\IAM_Sentences\sentences\c03\c03-007\c03-007-s01-01.png,"and wet pavements , the school play-grounds ,"
Datasets\IAM_Sentences\sentences\h02\h02-024\h02-024-s01-01.png,ascertained that the incidence of this irregular-
Datasets\IAM_Sentences\sentences\n02\n02-045\n02-045-s02-00.png,I cover up for
Datasets\IAM_Sentences\sentences\b06\b06-068\b06-068-s01-05.png,"Market , and the kite-flying on Spain"
Datasets\IAM_Sentences\sentences\a04\a04-092\a04-092-s01-00.png,""" The"
Datasets\IAM_Sentences\sentences\r06\r06-022\r06-022-s03-01.png,like a beaten woman and the turtle-doves cried her
Datasets\IAM_Sentences\sentences\g06\g06-026m\g06-026m-s01-01.png,I have an Italian who is perhaps the best
Datasets\IAM_Sentences\sentences\m02\m02-055\m02-055-s02-03.png,a Mocrat Senator with a seat on the
Datasets\IAM_Sentences\sentences\g06\g06-031l\g06-031l-s02-00.png,What
Datasets\IAM_Sentences\sentences\d04\d04-071\d04-071-s02-00.png,That
Datasets\IAM_Sentences\sentences\b06\b06-068\b06-068-s01-01.png,"Administration's sharpened policies , the"
Datasets\IAM_Sentences\sentences\g06\g06-042h\g06-042h-s00-02.png,6tic douloureux .
Datasets\IAM_Sentences\sentences\h04\h04-061\h04-061-s01-03.png,in food expenditure may be associated with the
Datasets\IAM_Sentences\sentences\m04\m04-000\m04-000-s02-00.png,Caught by a sudden gust of wind ?
Datasets\IAM_Sentences\sentences\m04\m04-072\m04-072-s02-02.png,precious than jewels .
